Combination,Features,Granularity,Sentence Index,Syntagm Type,Base,Result,Frequency,Evaluable
"Granularity=minimal, Sentence Index=0, Syntagm Type=ADJP",3,minimal,0.0,ADJP,19,0,0.00%,False
"Granularity=minimal, Sentence Index=0, Syntagm Type=ADVP",3,minimal,0.0,ADVP,28,0,0.00%,False
"Granularity=minimal, Sentence Index=0, Syntagm Type=CONJP",3,minimal,0.0,CONJP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=0, Syntagm Type=INTJ",3,minimal,0.0,INTJ,2,0,0.00%,False
"Granularity=minimal, Sentence Index=0, Syntagm Type=NP",3,minimal,0.0,NP,1511,6,0.40%,True
"Granularity=minimal, Sentence Index=0, Syntagm Type=PP",3,minimal,0.0,PP,10,0,0.00%,False
"Granularity=minimal, Sentence Index=0, Syntagm Type=PRT",3,minimal,0.0,PRT,15,0,0.00%,False
"Granularity=minimal, Sentence Index=0, Syntagm Type=QP",3,minimal,0.0,QP,5,0,0.00%,False
"Granularity=minimal, Sentence Index=0, Syntagm Type=SBAR",3,minimal,0.0,SBAR,98,1,1.02%,True
"Granularity=minimal, Sentence Index=0, Syntagm Type=VP",3,minimal,0.0,VP,63,1,1.59%,True
"Granularity=minimal, Sentence Index=0, Syntagm Type=WHADVP",3,minimal,0.0,WHADVP,19,0,0.00%,False
"Granularity=minimal, Sentence Index=0, Syntagm Type=WHNP",3,minimal,0.0,WHNP,76,0,0.00%,False
"Granularity=minimal, Sentence Index=1",2,minimal,1.0,,333,1,0.30%,True
"Granularity=minimal, Sentence Index=1, Syntagm Type=ADJP",3,minimal,1.0,ADJP,11,0,0.00%,False
"Granularity=minimal, Sentence Index=1, Syntagm Type=ADVP",3,minimal,1.0,ADVP,8,0,0.00%,False
"Granularity=minimal, Sentence Index=1, Syntagm Type=NP",3,minimal,1.0,NP,258,1,0.39%,True
"Granularity=minimal, Sentence Index=1, Syntagm Type=PP",3,minimal,1.0,PP,2,0,0.00%,False
"Granularity=minimal, Sentence Index=1, Syntagm Type=PRT",3,minimal,1.0,PRT,6,0,0.00%,False
"Granularity=minimal, Sentence Index=1, Syntagm Type=SBAR",3,minimal,1.0,SBAR,25,0,0.00%,False
"Granularity=minimal, Sentence Index=1, Syntagm Type=VP",3,minimal,1.0,VP,13,0,0.00%,False
"Granularity=minimal, Sentence Index=1, Syntagm Type=WHADVP",3,minimal,1.0,WHADVP,2,0,0.00%,False
"Granularity=minimal, Sentence Index=1, Syntagm Type=WHNP",3,minimal,1.0,WHNP,8,0,0.00%,False
"Granularity=minimal, Sentence Index=2",2,minimal,2.0,,254,0,0.00%,False
"Granularity=minimal, Sentence Index=2, Syntagm Type=ADJP",3,minimal,2.0,ADJP,7,0,0.00%,False
"Granularity=minimal, Sentence Index=2, Syntagm Type=ADVP",3,minimal,2.0,ADVP,7,0,0.00%,False
"Granularity=minimal, Sentence Index=2, Syntagm Type=NP",3,minimal,2.0,NP,189,0,0.00%,False
"Granularity=minimal, Sentence Index=2, Syntagm Type=PP",3,minimal,2.0,PP,2,0,0.00%,False
"Granularity=minimal, Sentence Index=2, Syntagm Type=PRT",3,minimal,2.0,PRT,1,0,0.00%,False
"Granularity=minimal, Sentence Index=2, Syntagm Type=QP",3,minimal,2.0,QP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=2, Syntagm Type=SBAR",3,minimal,2.0,SBAR,27,0,0.00%,False
"Granularity=minimal, Sentence Index=2, Syntagm Type=VP",3,minimal,2.0,VP,10,0,0.00%,False
"Granularity=minimal, Sentence Index=2, Syntagm Type=WHADVP",3,minimal,2.0,WHADVP,5,0,0.00%,False
"Granularity=minimal, Sentence Index=2, Syntagm Type=WHNP",3,minimal,2.0,WHNP,5,0,0.00%,False
"Granularity=minimal, Sentence Index=3",2,minimal,3.0,,126,0,0.00%,False
"Granularity=minimal, Sentence Index=3, Syntagm Type=ADJP",3,minimal,3.0,ADJP,3,0,0.00%,False
"Granularity=minimal, Sentence Index=3, Syntagm Type=ADVP",3,minimal,3.0,ADVP,5,0,0.00%,False
"Granularity=minimal, Sentence Index=3, Syntagm Type=NP",3,minimal,3.0,NP,95,0,0.00%,False
"Granularity=minimal, Sentence Index=3, Syntagm Type=PRT",3,minimal,3.0,PRT,1,0,0.00%,False
"Granularity=minimal, Sentence Index=3, Syntagm Type=SBAR",3,minimal,3.0,SBAR,15,0,0.00%,False
"Granularity=minimal, Sentence Index=3, Syntagm Type=VP",3,minimal,3.0,VP,5,0,0.00%,False
"Granularity=minimal, Sentence Index=3, Syntagm Type=WHADVP",3,minimal,3.0,WHADVP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=3, Syntagm Type=WHNP",3,minimal,3.0,WHNP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=4",2,minimal,4.0,,38,0,0.00%,False
"Granularity=minimal, Sentence Index=4, Syntagm Type=ADJP",3,minimal,4.0,ADJP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=4, Syntagm Type=ADVP",3,minimal,4.0,ADVP,2,0,0.00%,False
"Granularity=minimal, Sentence Index=4, Syntagm Type=NP",3,minimal,4.0,NP,30,0,0.00%,False
"Granularity=minimal, Sentence Index=4, Syntagm Type=SBAR",3,minimal,4.0,SBAR,3,0,0.00%,False
"Granularity=minimal, Sentence Index=4, Syntagm Type=VP",3,minimal,4.0,VP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=4, Syntagm Type=WHNP",3,minimal,4.0,WHNP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=5",2,minimal,5.0,,15,0,0.00%,False
"Granularity=minimal, Sentence Index=5, Syntagm Type=ADJP",3,minimal,5.0,ADJP,2,0,0.00%,False
"Granularity=minimal, Sentence Index=5, Syntagm Type=NP",3,minimal,5.0,NP,10,0,0.00%,False
"Granularity=minimal, Sentence Index=5, Syntagm Type=SBAR",3,minimal,5.0,SBAR,2,0,0.00%,False
"Granularity=minimal, Sentence Index=5, Syntagm Type=VP",3,minimal,5.0,VP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=6",2,minimal,6.0,,12,0,0.00%,False
"Granularity=minimal, Sentence Index=6, Syntagm Type=NP",3,minimal,6.0,NP,9,0,0.00%,False
"Granularity=minimal, Sentence Index=6, Syntagm Type=SBAR",3,minimal,6.0,SBAR,2,0,0.00%,False
"Granularity=minimal, Sentence Index=6, Syntagm Type=VP",3,minimal,6.0,VP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=7",2,minimal,7.0,,6,0,0.00%,False
"Granularity=minimal, Sentence Index=7, Syntagm Type=NP",3,minimal,7.0,NP,4,0,0.00%,False
"Granularity=minimal, Sentence Index=7, Syntagm Type=SBAR",3,minimal,7.0,SBAR,1,0,0.00%,False
"Granularity=minimal, Sentence Index=7, Syntagm Type=VP",3,minimal,7.0,VP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=8",2,minimal,8.0,,2,0,0.00%,False
"Granularity=minimal, Sentence Index=8, Syntagm Type=NP",3,minimal,8.0,NP,2,0,0.00%,False
"Granularity=minimal, Sentence Index=9",2,minimal,9.0,,2,0,0.00%,False
"Granularity=minimal, Sentence Index=9, Syntagm Type=NP",3,minimal,9.0,NP,2,0,0.00%,False
"Granularity=minimal, Syntagm Type=ADJP",2,minimal,,ADJP,43,0,0.00%,False
"Granularity=minimal, Syntagm Type=ADVP",2,minimal,,ADVP,50,0,0.00%,False
"Granularity=minimal, Syntagm Type=CONJP",2,minimal,,CONJP,1,0,0.00%,False
"Granularity=minimal, Syntagm Type=INTJ",2,minimal,,INTJ,2,0,0.00%,False
"Granularity=minimal, Syntagm Type=NP",2,minimal,,NP,2110,7,0.33%,True
"Granularity=minimal, Syntagm Type=PP",2,minimal,,PP,14,0,0.00%,False
"Granularity=minimal, Syntagm Type=PRT",2,minimal,,PRT,23,0,0.00%,False
"Granularity=minimal, Syntagm Type=QP",2,minimal,,QP,6,0,0.00%,False
"Granularity=minimal, Syntagm Type=SBAR",2,minimal,,SBAR,173,1,0.58%,True
"Granularity=minimal, Syntagm Type=VP",2,minimal,,VP,95,1,1.05%,True
"Granularity=minimal, Syntagm Type=WHADVP",2,minimal,,WHADVP,27,0,0.00%,False
"Granularity=minimal, Syntagm Type=WHNP",2,minimal,,WHNP,91,0,0.00%,False
"Sentence Index=0, Syntagm Type=ADJP",2,,0.0,ADJP,23,1,4.35%,False
"Sentence Index=0, Syntagm Type=ADVP",2,,0.0,ADVP,31,0,0.00%,False
"Sentence Index=0, Syntagm Type=CONJP",2,,0.0,CONJP,1,0,0.00%,False
"Sentence Index=0, Syntagm Type=INTJ",2,,0.0,INTJ,2,0,0.00%,False
"Sentence Index=0, Syntagm Type=NP",2,,0.0,NP,1774,6,0.34%,True
"Sentence Index=0, Syntagm Type=PP",2,,0.0,PP,516,3,0.58%,True
"Sentence Index=0, Syntagm Type=PRT",2,,0.0,PRT,15,0,0.00%,False
"Sentence Index=0, Syntagm Type=QP",2,,0.0,QP,5,0,0.00%,False
"Sentence Index=0, Syntagm Type=SBAR",2,,0.0,SBAR,182,2,1.10%,True
"Sentence Index=0, Syntagm Type=VP",2,,0.0,VP,386,1,0.26%,True
"Sentence Index=0, Syntagm Type=WHADVP",2,,0.0,WHADVP,19,0,0.00%,False
"Sentence Index=0, Syntagm Type=WHNP",2,,0.0,WHNP,76,0,0.00%,False
"Sentence Index=1, Syntagm Type=ADJP",2,,1.0,ADJP,11,0,0.00%,False
"Sentence Index=1, Syntagm Type=ADVP",2,,1.0,ADVP,8,0,0.00%,False
"Sentence Index=1, Syntagm Type=NP",2,,1.0,NP,283,1,0.35%,True
"Sentence Index=1, Syntagm Type=PP",2,,1.0,PP,66,0,0.00%,False
"Sentence Index=1, Syntagm Type=PRT",2,,1.0,PRT,6,0,0.00%,False
"Sentence Index=1, Syntagm Type=SBAR",2,,1.0,SBAR,41,0,0.00%,False
"Sentence Index=1, Syntagm Type=VP",2,,1.0,VP,118,0,0.00%,False
"Sentence Index=1, Syntagm Type=WHADVP",2,,1.0,WHADVP,2,0,0.00%,False
"Sentence Index=1, Syntagm Type=WHNP",2,,1.0,WHNP,8,0,0.00%,False
"Sentence Index=2, Syntagm Type=ADJP",2,,2.0,ADJP,8,0,0.00%,False
"Sentence Index=2, Syntagm Type=ADVP",2,,2.0,ADVP,7,0,0.00%,False
"Sentence Index=2, Syntagm Type=NP",2,,2.0,NP,217,0,0.00%,False
"Sentence Index=2, Syntagm Type=PP",2,,2.0,PP,45,0,0.00%,False
"Sentence Index=2, Syntagm Type=PRT",2,,2.0,PRT,1,0,0.00%,False
"Sentence Index=2, Syntagm Type=QP",2,,2.0,QP,1,0,0.00%,False
"Sentence Index=2, Syntagm Type=SBAR",2,,2.0,SBAR,38,0,0.00%,False
"Sentence Index=2, Syntagm Type=VP",2,,2.0,VP,93,0,0.00%,False
"Sentence Index=2, Syntagm Type=WHADVP",2,,2.0,WHADVP,5,0,0.00%,False
"Sentence Index=2, Syntagm Type=WHNP",2,,2.0,WHNP,5,0,0.00%,False
"Sentence Index=3, Syntagm Type=ADJP",2,,3.0,ADJP,4,0,0.00%,False
"Sentence Index=3, Syntagm Type=ADVP",2,,3.0,ADVP,5,0,0.00%,False
"Sentence Index=3, Syntagm Type=NP",2,,3.0,NP,114,0,0.00%,False
"Sentence Index=3, Syntagm Type=PP",2,,3.0,PP,22,0,0.00%,False
"Sentence Index=3, Syntagm Type=PRT",2,,3.0,PRT,1,0,0.00%,False
"Sentence Index=3, Syntagm Type=SBAR",2,,3.0,SBAR,17,0,0.00%,False
"Sentence Index=3, Syntagm Type=VP",2,,3.0,VP,42,0,0.00%,False
"Sentence Index=3, Syntagm Type=WHADVP",2,,3.0,WHADVP,1,0,0.00%,False
"Sentence Index=3, Syntagm Type=WHNP",2,,3.0,WHNP,1,0,0.00%,False
"Sentence Index=4, Syntagm Type=ADJP",2,,4.0,ADJP,2,0,0.00%,False
"Sentence Index=4, Syntagm Type=ADVP",2,,4.0,ADVP,3,0,0.00%,False
"Sentence Index=4, Syntagm Type=NP",2,,4.0,NP,31,0,0.00%,False
"Sentence Index=4, Syntagm Type=PP",2,,4.0,PP,6,0,0.00%,False
"Sentence Index=4, Syntagm Type=SBAR",2,,4.0,SBAR,4,0,0.00%,False
"Sentence Index=4, Syntagm Type=VP",2,,4.0,VP,19,0,0.00%,False
"Sentence Index=4, Syntagm Type=WHNP",2,,4.0,WHNP,1,0,0.00%,False
"Sentence Index=5, Syntagm Type=ADJP",2,,5.0,ADJP,2,0,0.00%,False
"Sentence Index=5, Syntagm Type=NP",2,,5.0,NP,10,0,0.00%,False
"Sentence Index=5, Syntagm Type=PP",2,,5.0,PP,1,0,0.00%,False
"Sentence Index=5, Syntagm Type=SBAR",2,,5.0,SBAR,2,0,0.00%,False
"Sentence Index=5, Syntagm Type=VP",2,,5.0,VP,7,0,0.00%,False
"Sentence Index=6, Syntagm Type=NP",2,,6.0,NP,9,0,0.00%,False
"Sentence Index=6, Syntagm Type=PP",2,,6.0,PP,1,0,0.00%,False
"Sentence Index=6, Syntagm Type=SBAR",2,,6.0,SBAR,2,0,0.00%,False
"Sentence Index=6, Syntagm Type=VP",2,,6.0,VP,6,0,0.00%,False
"Sentence Index=7, Syntagm Type=NP",2,,7.0,NP,4,0,0.00%,False
"Sentence Index=7, Syntagm Type=SBAR",2,,7.0,SBAR,1,0,0.00%,False
"Sentence Index=7, Syntagm Type=VP",2,,7.0,VP,3,0,0.00%,False
"Sentence Index=8, Syntagm Type=NP",2,,8.0,NP,2,0,0.00%,False
"Sentence Index=8, Syntagm Type=VP",2,,8.0,VP,1,0,0.00%,False
"Sentence Index=9, Syntagm Type=NP",2,,9.0,NP,2,0,0.00%,False
"Sentence Index=9, Syntagm Type=VP",2,,9.0,VP,1,0,0.00%,False
