Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt
0,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is a moderator.Return True if the user is a moderator False otherwise.",the environment,NP,minimal,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in variables.Execute a query to check if the user is a moderator.Return True if the user is a moderator False otherwise."
0,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is a moderator.Return True if the user is a moderator False otherwise.",a query,NP,minimal,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute to check if the user is a moderator.Return True if the user is a moderator False otherwise."
0,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is a moderator.Return True if the user is a moderator False otherwise.",if the user is a moderator.Return True,SBAR,minimal,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is a moderator False otherwise."
0,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is a moderator.Return True if the user is a moderator False otherwise.",the user,NP,minimal,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if is a moderator.Return True if is a moderator False otherwise."
0,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is a moderator.Return True if the user is a moderator False otherwise.",a moderator.Return True,NP,chunk,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is if the user is a moderator False otherwise."
0,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is a moderator.Return True if the user is a moderator False otherwise.",a moderator.Return,NP,minimal,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is True if the user is a moderator False otherwise."
0,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is a moderator.Return True if the user is a moderator False otherwise.",True,ADJP,minimal,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is a moderator.Return if the user is a moderator False otherwise."
0,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is a moderator.Return True if the user is a moderator False otherwise.",if the user is a moderator False otherwise,SBAR,minimal,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is a moderator.Return True ."
0,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is a moderator.Return True if the user is a moderator False otherwise.",the user,NP,minimal,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if is a moderator.Return True if is a moderator False otherwise."
0,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is a moderator.Return True if the user is a moderator False otherwise.",is a moderator False otherwise,VP,chunk,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is a moderator.Return True if the user ."
0,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is a moderator.Return True if the user is a moderator False otherwise.",a moderator False,NP,chunk,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is a moderator.Return True if the user is otherwise."
0,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is a moderator.Return True if the user is a moderator False otherwise.",a moderator,NP,minimal,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is .Return True if the user is False otherwise."
0,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is a moderator.Return True if the user is a moderator False otherwise.",False,ADJP,minimal,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is a moderator.Return True if the user is a moderator otherwise."
0,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is a moderator.Return True if the user is a moderator False otherwise.",otherwise,ADVP,minimal,"Generate <language> code for the following: 
 Connect to the database using the credentials stored in the environment variables.Execute a query to check if the user is a moderator.Return True if the user is a moderator False ."
