Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt
1,If not it returns an error message.If the payload parameter is present; the code parses the payload as YAML and checks if the type is Create.,the payload,NP,minimal,"Generate <language> code for the following: 
 The code is a simple web application that listens on port 5000.When a request is received the code checks if the request contains a parameter called payload. If not it returns an error message.If parameter is present; the code parses as YAML and checks if the type is Create. If it is it returns an error message."
1,If not it returns an error message.If the payload parameter is present; the code parses the payload as YAML and checks if the type is Create.,as YAML and checks,PP,chunk,"Generate <language> code for the following: 
 The code is a simple web application that listens on port 5000.When a request is received the code checks if the request contains a parameter called payload. If not it returns an error message.If the payload parameter is present; the code parses the payload if the type is Create. If it is it returns an error message."
1,If not it returns an error message.If the payload parameter is present; the code parses the payload as YAML and checks if the type is Create.,YAML and checks,NP,minimal,"Generate <language> code for the following: 
 The code is a simple web application that listens on port 5000.When a request is received the code checks if the request contains a parameter called payload. If not it returns an error message.If the payload parameter is present; the code parses the payload as if the type is Create. If it is it returns an error message."
1,If not it returns an error message.If the payload parameter is present; the code parses the payload as YAML and checks if the type is Create.,if the type is Create,SBAR,minimal,"Generate <language> code for the following: 
 The code is a simple web application that listens on port 5000.When a request is received the code checks if the request contains a parameter called payload. If not it returns an error message.If the payload parameter is present; the code parses the payload as YAML and checks . If it is it returns an error message."
1,If not it returns an error message.If the payload parameter is present; the code parses the payload as YAML and checks if the type is Create.,the type,NP,minimal,"Generate <language> code for the following: 
 The code is a simple web application that listens on port 5000.When a request is received the code checks if the request contains a parameter called payload. If not it returns an error message.If the payload parameter is present; the code parses the payload as YAML and checks if is Create. If it is it returns an error message."
1,If not it returns an error message.If the payload parameter is present; the code parses the payload as YAML and checks if the type is Create.,is Create,VP,chunk,"Generate <language> code for the following: 
 The code is a simple web application that listens on port 5000.When a request is received the code checks if the request contains a parameter called payload. If not it returns an error message.If the payload parameter is present; the code parses the payload as YAML and checks if the type . If it is it returns an error message."
1,If not it returns an error message.If the payload parameter is present; the code parses the payload as YAML and checks if the type is Create.,Create,VP,minimal,"Generate <language> code for the following: 
 The code is a simple web application that listens on port 5000.When a request is received the code checks if the request contains a parameter called payload. If not it returns an error message.If the payload parameter is present; the code parses the payload as YAML and checks if the type is . If it is it returns an error message."
2,If it is it returns an error message.,it,NP,minimal,"Generate <language> code for the following: 
 The code is a simple web application that listens on port 5000.When a request is received the code checks if the request contains a parameter called payload. If not returns an error message.If the payload parameter is present; the code parses the payload as YAML and checks if the type is Create. If is returns an error message."
2,If it is it returns an error message.,it,NP,minimal,"Generate <language> code for the following: 
 The code is a simple web application that listens on port 5000.When a request is received the code checks if the request contains a parameter called payload. If not returns an error message.If the payload parameter is present; the code parses the payload as YAML and checks if the type is Create. If is returns an error message."
2,If it is it returns an error message.,returns an error message,VP,chunk,"Generate <language> code for the following: 
 The code is a simple web application that listens on port 5000.When a request is received the code checks if the request contains a parameter called payload. If not it .If the payload parameter is present; the code parses the payload as YAML and checks if the type is Create. If it is it ."
2,If it is it returns an error message.,an error message,NP,minimal,"Generate <language> code for the following: 
 The code is a simple web application that listens on port 5000.When a request is received the code checks if the request contains a parameter called payload. If not it returns .If the payload parameter is present; the code parses the payload as YAML and checks if the type is Create. If it is it returns ."
