Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt,Final Prompt
2,It will return a form for the user to enter their username and password.,It,NP,minimal,"Generate <language> code for the following: 
 The first function is the login function. is a GET request. will return a form for the user to enter their username and password. The second function is the do_login function. is a POST request. will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. is a GET request. will return a form for the user to enter their username and password. The second function is the do_login function. is a POST request. will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return."
2,It will return a form for the user to enter their username and password.,a form,NP,minimal,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return."
2,It will return a form for the user to enter their username and password.,for the user to enter their username and password,SBAR,minimal,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form . The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form . The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return."
2,It will return a form for the user to enter their username and password.,the user,NP,minimal,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for to enter their username and password. The second function is the do_login function. It is a POST request. It will take name and password from the form and check if is admin. If it is it will redirect to the admin_page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for to enter their username and password. The second function is the do_login function. It is a POST request. It will take name and password from the form and check if is admin. If it is it will redirect to the admin_page. If it is not it will return."
2,It will return a form for the user to enter their username and password.,to enter their username and password,VP,chunk,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user . The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user . The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return."
2,It will return a form for the user to enter their username and password.,enter their username and password,VP,chunk,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to . The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to . The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return."
2,It will return a form for the user to enter their username and password.,their username and password,NP,minimal,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter . The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter . The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return."
3,The second function is the do_login function.,The second function,NP,minimal,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return."
3,The second function is the do_login function.,is the do_login function,VP,chunk,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function . It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function . It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return."
3,The second function is the do_login function.,the do_login function,NP,minimal,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is . It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is . It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return."
4,It is a POST request.,It,NP,minimal,"Generate <language> code for the following: 
 The first function is the login function. is a GET request. will return a form for the user to enter their username and password. The second function is the do_login function. is a POST request. will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. is a GET request. will return a form for the user to enter their username and password. The second function is the do_login function. is a POST request. will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return."
4,It is a POST request.,is a POST request,VP,chunk,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It . It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It . It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return."
4,It is a POST request.,a POST request,NP,minimal,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is . It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is . It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return."
5,It will take the username and password from the form and check if the user is admin.,It,NP,minimal,"Generate <language> code for the following: 
 The first function is the login function. is a GET request. will return a form for the user to enter their username and password. The second function is the do_login function. is a POST request. will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. is a GET request. will return a form for the user to enter their username and password. The second function is the do_login function. is a POST request. will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return."
5,It will take the username and password from the form and check if the user is admin.,the username and password,NP,minimal,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return."
5,It will take the username and password from the form and check if the user is admin.,from the form,PP,chunk,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return."
5,It will take the username and password from the form and check if the user is admin.,the form,NP,minimal,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will return."
5,It will take the username and password from the form and check if the user is admin.,check if the user is admin,VP,chunk,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and . If it is it will redirect the user to the admin_page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and . If it is it will redirect the user to the admin_page. If it is not it will return."
5,It will take the username and password from the form and check if the user is admin.,if the user is admin,SBAR,minimal,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check . If it is it will redirect the user to the admin_page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check . If it is it will redirect the user to the admin_page. If it is not it will return."
5,It will take the username and password from the form and check if the user is admin.,the user,NP,minimal,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for to enter their username and password. The second function is the do_login function. It is a POST request. It will take name and password from the form and check if is admin. If it is it will redirect to the admin_page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for to enter their username and password. The second function is the do_login function. It is a POST request. It will take name and password from the form and check if is admin. If it is it will redirect to the admin_page. If it is not it will return."
5,It will take the username and password from the form and check if the user is admin.,is admin,VP,chunk,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user . If it is it will redirect the user to the admin_page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user . If it is it will redirect the user to the admin_page. If it is not it will return."
5,It will take the username and password from the form and check if the user is admin.,admin,ADJP,minimal,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is . If it is it will redirect the user to the _page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is . If it is it will redirect the user to the _page. If it is not it will return."
6,If it is it will redirect the user to the admin_page.,If it is,SBAR,minimal,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. it will redirect the user to the admin_page. not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. it will redirect the user to the admin_page. not it will return."
6,If it is it will redirect the user to the admin_page.,it,NP,minimal,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If is will redirect the user to the admin_page. If is not will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If is will redirect the user to the admin_page. If is not will return."
6,If it is it will redirect the user to the admin_page.,it,NP,minimal,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If is will redirect the user to the admin_page. If is not will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If is will redirect the user to the admin_page. If is not will return."
6,If it is it will redirect the user to the admin_page.,will redirect the user to the admin_page,VP,chunk,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it . If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it . If it is not it will return."
6,If it is it will redirect the user to the admin_page.,redirect the user to the admin_page,VP,chunk,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will . If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will . If it is not it will return."
6,If it is it will redirect the user to the admin_page.,the user,NP,minimal,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for to enter their username and password. The second function is the do_login function. It is a POST request. It will take name and password from the form and check if is admin. If it is it will redirect to the admin_page. If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for to enter their username and password. The second function is the do_login function. It is a POST request. It will take name and password from the form and check if is admin. If it is it will redirect to the admin_page. If it is not it will return."
6,If it is it will redirect the user to the admin_page.,to the admin_page,PP,chunk,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user . If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user . If it is not it will return."
6,If it is it will redirect the user to the admin_page.,the admin_page,NP,minimal,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to . If it is not it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to . If it is not it will return."
7,If it is not it will return.,If it is not,SBAR,minimal,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. it will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. it will return."
7,If it is not it will return.,it,NP,minimal,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If is will redirect the user to the admin_page. If is not will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If is will redirect the user to the admin_page. If is not will return."
7,If it is not it will return.,it,NP,minimal,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If is will redirect the user to the admin_page. If is not will return.","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will return a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If is will redirect the user to the admin_page. If is not will return."
7,If it is not it will return.,will return,VP,chunk,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it .","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it ."
7,If it is not it will return.,return,VP,minimal,"Generate <language> code for the following: 
 The first function is the login function. It is a GET request. It will a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will .","Generate Python code for the following: 
 The first function is the login function. It is a GET request. It will a form for the user to enter their username and password. The second function is the do_login function. It is a POST request. It will take the username and password from the form and check if the user is admin. If it is it will redirect the user to the admin_page. If it is not it will ."
