Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.,that index,NP,minimal,Generate <language> code for the following: The code is a function that takes in an index value and returns the value at in the array id_sequence.The function first prompts the user for an index value. The function returns the value at in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.,in the array id_sequence.The function,PP,chunk,Generate <language> code for the following: The code is a function that takes in an index value and returns the value at that index first prompts the user for an index value. The function returns the value at that index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.,the array id_sequence.The function,NP,minimal,Generate <language> code for the following: The code is a function that takes in an index value and returns the value at that index in first prompts the user for an index value. The function returns the value at that index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.,first,ADVP,minimal,Generate <language> code for the following: The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function prompts the user for an index value. The function returns the value at that index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.,prompts the user for an index value,VP,chunk,Generate <language> code for the following: The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first . The function returns the value at that index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.,the user,NP,minimal,Generate <language> code for the following: The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts for an index value. The function returns the value at that index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.,for an index value,PP,chunk,Generate <language> code for the following: The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user . The function returns the value at that index in id_sequence.
0,Generate <language> code for the following:  The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value.,an index value,NP,minimal,Generate <language> code for the following: The code is a function that takes in and returns the value at that index in the array id_sequence.The function first prompts the user for . The function returns the value at that index in id_sequence.
1,The function returns the value at that index in id_sequence.,The function,NP,minimal,Generate <language> code for the following: The code is a function that takes in an index value and returns the value at that index in the array id_sequence. first prompts the user for an index value. returns the value at that index in id_sequence.
1,The function returns the value at that index in id_sequence.,the value,NP,minimal,Generate <language> code for the following: The code is a function that takes in an index value and returns at that index in the array id_sequence.The function first prompts the user for an index value. The function returns at that index in id_sequence.
1,The function returns the value at that index in id_sequence.,at that index in id_sequence,PP,chunk,Generate <language> code for the following: The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value. The function returns the value .
1,The function returns the value at that index in id_sequence.,that index in id_sequence,NP,chunk,Generate <language> code for the following: The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value. The function returns the value at .
1,The function returns the value at that index in id_sequence.,that index,NP,minimal,Generate <language> code for the following: The code is a function that takes in an index value and returns the value at in the array id_sequence.The function first prompts the user for an index value. The function returns the value at in id_sequence.
1,The function returns the value at that index in id_sequence.,in id_sequence,PP,chunk,Generate <language> code for the following: The code is a function that takes in an index value and returns the value at that index in the array id_sequence.The function first prompts the user for an index value. The function returns the value at that index .
1,The function returns the value at that index in id_sequence.,id_sequence,NP,minimal,Generate <language> code for the following: The code is a function that takes in an index value and returns the value at that index in the array .The function first prompts the user for an index value. The function returns the value at that index in .
