Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt
0,"Generate <language> code for the following: 
 Create a file called secret.txt and write the string U2FsdGVkX1/R+WzJcxgvX/Iw== to it.Change the permissions of the file to restrictive.Print the permissions of the file.",the permissions of the file,NP,chunk,"Generate <language> code for the following: 
 Create a file called secret.txt and write the string U2FsdGVkX1/R+WzJcxgvX/Iw== to it.Change to restrictive.Print ."
0,"Generate <language> code for the following: 
 Create a file called secret.txt and write the string U2FsdGVkX1/R+WzJcxgvX/Iw== to it.Change the permissions of the file to restrictive.Print the permissions of the file.",the permissions,NP,minimal,"Generate <language> code for the following: 
 Create a file called secret.txt and write the string U2FsdGVkX1/R+WzJcxgvX/Iw== to it.Change of the file to restrictive.Print of the file."
0,"Generate <language> code for the following: 
 Create a file called secret.txt and write the string U2FsdGVkX1/R+WzJcxgvX/Iw== to it.Change the permissions of the file to restrictive.Print the permissions of the file.",of the file,PP,chunk,"Generate <language> code for the following: 
 Create a file called secret.txt and write the string U2FsdGVkX1/R+WzJcxgvX/Iw== to it.Change the permissions to restrictive.Print the permissions ."
0,"Generate <language> code for the following: 
 Create a file called secret.txt and write the string U2FsdGVkX1/R+WzJcxgvX/Iw== to it.Change the permissions of the file to restrictive.Print the permissions of the file.",the file,NP,minimal,"Generate <language> code for the following: 
 Create a file called secret.txt and write the string U2FsdGVkX1/R+WzJcxgvX/Iw== to it.Change the permissions of to restrictive.Print the permissions of ."
0,"Generate <language> code for the following: 
 Create a file called secret.txt and write the string U2FsdGVkX1/R+WzJcxgvX/Iw== to it.Change the permissions of the file to restrictive.Print the permissions of the file.",to restrictive.Print the permissions of the file,VP,chunk,"Generate <language> code for the following: 
 Create a file called secret.txt and write the string U2FsdGVkX1/R+WzJcxgvX/Iw== to it.Change the permissions of the file ."
0,"Generate <language> code for the following: 
 Create a file called secret.txt and write the string U2FsdGVkX1/R+WzJcxgvX/Iw== to it.Change the permissions of the file to restrictive.Print the permissions of the file.",restrictive.Print the permissions of the file,VP,chunk,"Generate <language> code for the following: 
 Create a file called secret.txt and write the string U2FsdGVkX1/R+WzJcxgvX/Iw== to it.Change the permissions of the file to ."
0,"Generate <language> code for the following: 
 Create a file called secret.txt and write the string U2FsdGVkX1/R+WzJcxgvX/Iw== to it.Change the permissions of the file to restrictive.Print the permissions of the file.",the permissions of the file,NP,chunk,"Generate <language> code for the following: 
 Create a file called secret.txt and write the string U2FsdGVkX1/R+WzJcxgvX/Iw== to it.Change to restrictive.Print ."
0,"Generate <language> code for the following: 
 Create a file called secret.txt and write the string U2FsdGVkX1/R+WzJcxgvX/Iw== to it.Change the permissions of the file to restrictive.Print the permissions of the file.",the permissions,NP,minimal,"Generate <language> code for the following: 
 Create a file called secret.txt and write the string U2FsdGVkX1/R+WzJcxgvX/Iw== to it.Change of the file to restrictive.Print of the file."
0,"Generate <language> code for the following: 
 Create a file called secret.txt and write the string U2FsdGVkX1/R+WzJcxgvX/Iw== to it.Change the permissions of the file to restrictive.Print the permissions of the file.",of the file,PP,chunk,"Generate <language> code for the following: 
 Create a file called secret.txt and write the string U2FsdGVkX1/R+WzJcxgvX/Iw== to it.Change the permissions to restrictive.Print the permissions ."
0,"Generate <language> code for the following: 
 Create a file called secret.txt and write the string U2FsdGVkX1/R+WzJcxgvX/Iw== to it.Change the permissions of the file to restrictive.Print the permissions of the file.",the file,NP,minimal,"Generate <language> code for the following: 
 Create a file called secret.txt and write the string U2FsdGVkX1/R+WzJcxgvX/Iw== to it.Change the permissions of to restrictive.Print the permissions of ."
