Sentence Index,Original Sentence,Removed Part,Type,Granularity,Resulting Prompt
0,Generate Python code for the following: A function copies a number of bytes from one memory location to another.,to another,PP,chunk,Generate Python code for the following: A function copies a number of bytes from one memory location . The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy. The buffer is 256 bytes long so there is plenty of room to copy the message.
0,Generate Python code for the following: A function copies a number of bytes from one memory location to another.,another,NP,minimal,Generate Python code for the following: A function copies a number of bytes from one memory location to . The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy. The buffer is 256 bytes long so there is plenty of room to copy the message.
1,The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy.,The first argument,NP,minimal,Generate Python code for the following: A function copies a number of bytes from one memory location to another. is the destination; the second argument is the source and the third argument is the number of bytes to copy. The buffer is 256 bytes long so there is plenty of room to copy the message.
1,The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy.,is the destination,VP,chunk,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument ; the second argument is the source and the third argument is the number of bytes to copy. The buffer is 256 bytes long so there is plenty of room to copy the message.
1,The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy.,the destination,NP,minimal,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is ; the second argument is the source and the third argument is the number of bytes to copy. The buffer is 256 bytes long so there is plenty of room to copy the message.
1,The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy.,the second argument,NP,minimal,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; is the source and the third argument is the number of bytes to copy. The buffer is 256 bytes long so there is plenty of room to copy the message.
1,The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy.,is the source,VP,chunk,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; the second argument and the third argument is the number of bytes to copy. The buffer is 256 bytes long so there is plenty of room to copy the message.
1,The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy.,the source,NP,minimal,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; the second argument is and the third argument is the number of bytes to copy. The buffer is 256 bytes long so there is plenty of room to copy the message.
1,The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy.,the third argument,NP,minimal,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; the second argument is the source and is the number of bytes to copy. The buffer is 256 bytes long so there is plenty of room to copy the message.
1,The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy.,is the number of bytes to copy,VP,chunk,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; the second argument is the source and the third argument . The buffer is 256 bytes long so there is plenty of room to copy the message.
1,The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy.,the number of bytes to copy,NP,chunk,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; the second argument is the source and the third argument is . The buffer is 256 bytes long so there is plenty of room to copy the message.
1,The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy.,the number,NP,minimal,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; the second argument is the source and the third argument is of bytes to copy. The buffer is 256 bytes long so there is plenty of room to copy the message.
1,The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy.,of bytes,PP,chunk,Generate Python code for the following: A function copies a number from one memory location to another. The first argument is the destination; the second argument is the source and the third argument is the number to copy. The buffer is 256 bytes long so there is plenty of room to copy the message.
1,The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy.,bytes,NP,minimal,Generate Python code for the following: A function copies a number of from one memory location to another. The first argument is the destination; the second argument is the source and the third argument is the number of to copy. The buffer is 256 long so there is plenty of room to copy the message.
1,The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy.,to copy,SBAR,minimal,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; the second argument is the source and the third argument is the number of bytes . The buffer is 256 bytes long so there is plenty of room the message.
1,The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy.,to copy,VP,chunk,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; the second argument is the source and the third argument is the number of bytes . The buffer is 256 bytes long so there is plenty of room the message.
1,The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy.,copy,VP,minimal,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; the second argument is the source and the third argument is the number of bytes to . The buffer is 256 bytes long so there is plenty of room to the message.
2,The buffer is 256 bytes long so there is plenty of room to copy the message.,The buffer,NP,minimal,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy. is 256 bytes long so there is plenty of room to copy the message.
2,The buffer is 256 bytes long so there is plenty of room to copy the message.,256 bytes long,ADJP,chunk,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy. The buffer is so there is plenty of room to copy the message.
2,The buffer is 256 bytes long so there is plenty of room to copy the message.,256 bytes,NP,minimal,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy. The buffer is long so there is plenty of room to copy the message.
2,The buffer is 256 bytes long so there is plenty of room to copy the message.,so there is plenty of room to copy the message,SBAR,minimal,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy. The buffer is 256 bytes long .
2,The buffer is 256 bytes long so there is plenty of room to copy the message.,there,NP,minimal,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy. The buffer is 256 bytes long so is plenty of room to copy the message.
2,The buffer is 256 bytes long so there is plenty of room to copy the message.,plenty of room to copy the message,NP,chunk,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy. The buffer is 256 bytes long so there is .
2,The buffer is 256 bytes long so there is plenty of room to copy the message.,plenty,NP,minimal,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy. The buffer is 256 bytes long so there is of room to copy the message.
2,The buffer is 256 bytes long so there is plenty of room to copy the message.,of room,PP,chunk,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy. The buffer is 256 bytes long so there is plenty to copy the message.
2,The buffer is 256 bytes long so there is plenty of room to copy the message.,room,NP,minimal,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy. The buffer is 256 bytes long so there is plenty of to copy the message.
2,The buffer is 256 bytes long so there is plenty of room to copy the message.,to copy the message,SBAR,minimal,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy. The buffer is 256 bytes long so there is plenty of room .
2,The buffer is 256 bytes long so there is plenty of room to copy the message.,to copy the message,VP,chunk,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy. The buffer is 256 bytes long so there is plenty of room .
2,The buffer is 256 bytes long so there is plenty of room to copy the message.,copy the message,VP,chunk,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy. The buffer is 256 bytes long so there is plenty of room to .
2,The buffer is 256 bytes long so there is plenty of room to copy the message.,the message,NP,minimal,Generate Python code for the following: A function copies a number of bytes from one memory location to another. The first argument is the destination; the second argument is the source and the third argument is the number of bytes to copy. The buffer is 256 bytes long so there is plenty of room to copy .
