Combination,Features,Granularity,Sentence Index,Syntagm Type,Base,Result,Frequency,Evaluable
"Granularity=chunk, Sentence Index=4, Syntagm Type=ADJP",3,chunk,4.0,ADJP,1,1,100.00%,False
"Granularity=chunk, Sentence Index=4, Syntagm Type=ADVP",3,chunk,4.0,ADVP,1,1,100.00%,False
"Granularity=chunk, Sentence Index=4, Syntagm Type=NP",3,chunk,4.0,NP,1,1,100.00%,False
"Granularity=chunk, Sentence Index=4, Syntagm Type=PP",3,chunk,4.0,PP,6,5,83.33%,True
"Granularity=chunk, Sentence Index=4, Syntagm Type=SBAR",3,chunk,4.0,SBAR,1,1,100.00%,False
"Granularity=chunk, Sentence Index=4, Syntagm Type=VP",3,chunk,4.0,VP,18,13,72.22%,True
"Granularity=chunk, Sentence Index=5",2,chunk,5.0,,7,6,85.71%,True
"Granularity=chunk, Sentence Index=5, Syntagm Type=PP",3,chunk,5.0,PP,1,1,100.00%,False
"Granularity=chunk, Sentence Index=5, Syntagm Type=VP",3,chunk,5.0,VP,6,5,83.33%,True
"Granularity=chunk, Sentence Index=6",2,chunk,6.0,,6,4,66.67%,True
"Granularity=chunk, Sentence Index=6, Syntagm Type=PP",3,chunk,6.0,PP,1,1,100.00%,False
"Granularity=chunk, Sentence Index=6, Syntagm Type=VP",3,chunk,6.0,VP,5,3,60.00%,True
"Granularity=chunk, Sentence Index=7",2,chunk,7.0,,2,1,50.00%,False
"Granularity=chunk, Sentence Index=7, Syntagm Type=VP",3,chunk,7.0,VP,2,1,50.00%,False
"Granularity=chunk, Sentence Index=8",2,chunk,8.0,,1,0,0.00%,False
"Granularity=chunk, Sentence Index=8, Syntagm Type=VP",3,chunk,8.0,VP,1,0,0.00%,False
"Granularity=chunk, Sentence Index=9",2,chunk,9.0,,1,0,0.00%,False
"Granularity=chunk, Sentence Index=9, Syntagm Type=VP",3,chunk,9.0,VP,1,0,0.00%,False
"Granularity=chunk, Syntagm Type=ADJP",2,chunk,,ADJP,7,3,42.86%,True
"Granularity=chunk, Syntagm Type=ADVP",2,chunk,,ADVP,4,2,50.00%,True
"Granularity=chunk, Syntagm Type=NP",2,chunk,,NP,336,122,36.31%,True
"Granularity=chunk, Syntagm Type=PP",2,chunk,,PP,643,221,34.37%,True
"Granularity=chunk, Syntagm Type=SBAR",2,chunk,,SBAR,42,24,57.14%,True
"Granularity=chunk, Syntagm Type=VP",2,chunk,,VP,581,242,41.65%,True
"Granularity=clause, Sentence Index=0",2,clause,0.0,,55,22,40.00%,True
"Granularity=clause, Sentence Index=0, Syntagm Type=SBAR",3,clause,0.0,SBAR,55,22,40.00%,True
"Granularity=clause, Sentence Index=1",2,clause,1.0,,9,7,77.78%,True
"Granularity=clause, Sentence Index=1, Syntagm Type=SBAR",3,clause,1.0,SBAR,9,7,77.78%,True
"Granularity=clause, Sentence Index=2",2,clause,2.0,,7,2,28.57%,True
"Granularity=clause, Sentence Index=2, Syntagm Type=SBAR",3,clause,2.0,SBAR,7,2,28.57%,True
"Granularity=clause, Sentence Index=3",2,clause,3.0,,1,1,100.00%,False
"Granularity=clause, Sentence Index=3, Syntagm Type=SBAR",3,clause,3.0,SBAR,1,1,100.00%,False
"Granularity=clause, Syntagm Type=SBAR",2,clause,,SBAR,72,32,44.44%,True
"Granularity=minimal, Sentence Index=0",2,minimal,0.0,,1847,568,30.75%,True
"Granularity=minimal, Sentence Index=0, Syntagm Type=ADJP",3,minimal,0.0,ADJP,19,4,21.05%,True
"Granularity=minimal, Sentence Index=0, Syntagm Type=ADVP",3,minimal,0.0,ADVP,28,2,7.14%,True
"Granularity=minimal, Sentence Index=0, Syntagm Type=CONJP",3,minimal,0.0,CONJP,1,1,100.00%,False
"Granularity=minimal, Sentence Index=0, Syntagm Type=INTJ",3,minimal,0.0,INTJ,2,0,0.00%,False
"Granularity=minimal, Sentence Index=0, Syntagm Type=NP",3,minimal,0.0,NP,1511,467,30.91%,True
"Granularity=minimal, Sentence Index=0, Syntagm Type=PP",3,minimal,0.0,PP,10,4,40.00%,True
"Granularity=minimal, Sentence Index=0, Syntagm Type=PRT",3,minimal,0.0,PRT,15,4,26.67%,True
"Granularity=minimal, Sentence Index=0, Syntagm Type=QP",3,minimal,0.0,QP,5,1,20.00%,True
"Granularity=minimal, Sentence Index=0, Syntagm Type=SBAR",3,minimal,0.0,SBAR,98,21,21.43%,True
"Granularity=minimal, Sentence Index=0, Syntagm Type=VP",3,minimal,0.0,VP,63,17,26.98%,True
"Granularity=minimal, Sentence Index=0, Syntagm Type=WHADVP",3,minimal,0.0,WHADVP,19,12,63.16%,True
"Granularity=minimal, Sentence Index=0, Syntagm Type=WHNP",3,minimal,0.0,WHNP,76,35,46.05%,True
"Granularity=minimal, Sentence Index=1",2,minimal,1.0,,333,162,48.65%,True
"Granularity=minimal, Sentence Index=1, Syntagm Type=ADJP",3,minimal,1.0,ADJP,11,5,45.45%,True
"Granularity=minimal, Sentence Index=1, Syntagm Type=ADVP",3,minimal,1.0,ADVP,8,3,37.50%,True
"Granularity=minimal, Sentence Index=1, Syntagm Type=NP",3,minimal,1.0,NP,258,130,50.39%,True
"Granularity=minimal, Sentence Index=1, Syntagm Type=PP",3,minimal,1.0,PP,2,1,50.00%,False
"Granularity=minimal, Sentence Index=1, Syntagm Type=PRT",3,minimal,1.0,PRT,6,2,33.33%,True
"Granularity=minimal, Sentence Index=1, Syntagm Type=SBAR",3,minimal,1.0,SBAR,25,8,32.00%,True
"Granularity=minimal, Sentence Index=1, Syntagm Type=VP",3,minimal,1.0,VP,13,5,38.46%,True
"Granularity=minimal, Sentence Index=1, Syntagm Type=WHADVP",3,minimal,1.0,WHADVP,2,2,100.00%,False
"Granularity=minimal, Sentence Index=1, Syntagm Type=WHNP",3,minimal,1.0,WHNP,8,6,75.00%,True
"Granularity=minimal, Sentence Index=2",2,minimal,2.0,,254,172,67.72%,True
"Granularity=minimal, Sentence Index=2, Syntagm Type=ADJP",3,minimal,2.0,ADJP,7,7,100.00%,False
"Granularity=minimal, Sentence Index=2, Syntagm Type=ADVP",3,minimal,2.0,ADVP,7,5,71.43%,True
"Granularity=minimal, Sentence Index=2, Syntagm Type=NP",3,minimal,2.0,NP,189,125,66.14%,True
"Granularity=minimal, Sentence Index=2, Syntagm Type=PP",3,minimal,2.0,PP,2,1,50.00%,False
"Granularity=minimal, Sentence Index=2, Syntagm Type=PRT",3,minimal,2.0,PRT,1,0,0.00%,False
"Granularity=minimal, Sentence Index=2, Syntagm Type=QP",3,minimal,2.0,QP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=2, Syntagm Type=SBAR",3,minimal,2.0,SBAR,27,22,81.48%,True
"Granularity=minimal, Sentence Index=2, Syntagm Type=VP",3,minimal,2.0,VP,10,7,70.00%,True
"Granularity=minimal, Sentence Index=2, Syntagm Type=WHADVP",3,minimal,2.0,WHADVP,5,4,80.00%,True
"Granularity=minimal, Sentence Index=2, Syntagm Type=WHNP",3,minimal,2.0,WHNP,5,1,20.00%,True
"Granularity=minimal, Sentence Index=3",2,minimal,3.0,,126,84,66.67%,True
"Granularity=minimal, Sentence Index=3, Syntagm Type=ADJP",3,minimal,3.0,ADJP,3,1,33.33%,False
"Granularity=minimal, Sentence Index=3, Syntagm Type=ADVP",3,minimal,3.0,ADVP,5,2,40.00%,True
"Granularity=minimal, Sentence Index=3, Syntagm Type=NP",3,minimal,3.0,NP,95,65,68.42%,True
"Granularity=minimal, Sentence Index=3, Syntagm Type=PRT",3,minimal,3.0,PRT,1,1,100.00%,False
"Granularity=minimal, Sentence Index=3, Syntagm Type=SBAR",3,minimal,3.0,SBAR,15,8,53.33%,True
"Granularity=minimal, Sentence Index=3, Syntagm Type=VP",3,minimal,3.0,VP,5,5,100.00%,False
"Granularity=minimal, Sentence Index=3, Syntagm Type=WHADVP",3,minimal,3.0,WHADVP,1,1,100.00%,False
"Granularity=minimal, Sentence Index=3, Syntagm Type=WHNP",3,minimal,3.0,WHNP,1,1,100.00%,False
"Granularity=minimal, Sentence Index=4",2,minimal,4.0,,38,25,65.79%,True
"Granularity=minimal, Sentence Index=4, Syntagm Type=ADJP",3,minimal,4.0,ADJP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=4, Syntagm Type=ADVP",3,minimal,4.0,ADVP,2,1,50.00%,False
"Granularity=minimal, Sentence Index=4, Syntagm Type=NP",3,minimal,4.0,NP,30,22,73.33%,True
"Granularity=minimal, Sentence Index=4, Syntagm Type=SBAR",3,minimal,4.0,SBAR,3,2,66.67%,True
"Granularity=minimal, Sentence Index=4, Syntagm Type=VP",3,minimal,4.0,VP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=4, Syntagm Type=WHNP",3,minimal,4.0,WHNP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=5",2,minimal,5.0,,15,13,86.67%,True
"Granularity=minimal, Sentence Index=5, Syntagm Type=ADJP",3,minimal,5.0,ADJP,2,2,100.00%,False
"Granularity=minimal, Sentence Index=5, Syntagm Type=NP",3,minimal,5.0,NP,10,8,80.00%,True
"Granularity=minimal, Sentence Index=5, Syntagm Type=SBAR",3,minimal,5.0,SBAR,2,2,100.00%,False
"Granularity=minimal, Sentence Index=5, Syntagm Type=VP",3,minimal,5.0,VP,1,1,100.00%,False
"Granularity=minimal, Sentence Index=6",2,minimal,6.0,,12,10,83.33%,True
"Granularity=minimal, Sentence Index=6, Syntagm Type=NP",3,minimal,6.0,NP,9,7,77.78%,True
"Granularity=minimal, Sentence Index=6, Syntagm Type=SBAR",3,minimal,6.0,SBAR,2,2,100.00%,False
"Granularity=minimal, Sentence Index=6, Syntagm Type=VP",3,minimal,6.0,VP,1,1,100.00%,False
"Granularity=minimal, Sentence Index=7",2,minimal,7.0,,6,6,100.00%,False
"Granularity=minimal, Sentence Index=7, Syntagm Type=NP",3,minimal,7.0,NP,4,4,100.00%,False
"Granularity=minimal, Sentence Index=7, Syntagm Type=SBAR",3,minimal,7.0,SBAR,1,1,100.00%,False
"Granularity=minimal, Sentence Index=7, Syntagm Type=VP",3,minimal,7.0,VP,1,1,100.00%,False
"Granularity=minimal, Sentence Index=8",2,minimal,8.0,,2,1,50.00%,False
"Granularity=minimal, Sentence Index=8, Syntagm Type=NP",3,minimal,8.0,NP,2,1,50.00%,False
"Granularity=minimal, Sentence Index=9",2,minimal,9.0,,2,2,100.00%,False
"Granularity=minimal, Sentence Index=9, Syntagm Type=NP",3,minimal,9.0,NP,2,2,100.00%,False
"Granularity=minimal, Syntagm Type=ADJP",2,minimal,,ADJP,43,19,44.19%,True
"Granularity=minimal, Syntagm Type=ADVP",2,minimal,,ADVP,50,13,26.00%,True
"Granularity=minimal, Syntagm Type=CONJP",2,minimal,,CONJP,1,1,100.00%,False
"Granularity=minimal, Syntagm Type=INTJ",2,minimal,,INTJ,2,0,0.00%,False
"Granularity=minimal, Syntagm Type=NP",2,minimal,,NP,2110,831,39.38%,True
"Granularity=minimal, Syntagm Type=PP",2,minimal,,PP,14,6,42.86%,True
"Granularity=minimal, Syntagm Type=PRT",2,minimal,,PRT,23,7,30.43%,True
"Granularity=minimal, Syntagm Type=QP",2,minimal,,QP,6,1,16.67%,True
"Granularity=minimal, Syntagm Type=SBAR",2,minimal,,SBAR,173,66,38.15%,True
"Granularity=minimal, Syntagm Type=VP",2,minimal,,VP,95,37,38.95%,True
"Granularity=minimal, Syntagm Type=WHADVP",2,minimal,,WHADVP,27,19,70.37%,True
"Granularity=minimal, Syntagm Type=WHNP",2,minimal,,WHNP,91,43,47.25%,True
"Sentence Index=0, Syntagm Type=ADJP",2,,0.0,ADJP,23,4,17.39%,True
"Sentence Index=0, Syntagm Type=ADVP",2,,0.0,ADVP,31,3,9.68%,True
"Sentence Index=0, Syntagm Type=CONJP",2,,0.0,CONJP,1,1,100.00%,False
"Sentence Index=0, Syntagm Type=INTJ",2,,0.0,INTJ,2,0,0.00%,False
"Sentence Index=0, Syntagm Type=NP",2,,0.0,NP,1774,542,30.55%,True
"Sentence Index=0, Syntagm Type=PP",2,,0.0,PP,516,142,27.52%,True
"Sentence Index=0, Syntagm Type=PRT",2,,0.0,PRT,15,4,26.67%,True
"Sentence Index=0, Syntagm Type=QP",2,,0.0,QP,5,1,20.00%,True
"Sentence Index=0, Syntagm Type=SBAR",2,,0.0,SBAR,182,56,30.77%,True
"Sentence Index=0, Syntagm Type=VP",2,,0.0,VP,386,106,27.46%,True
"Sentence Index=0, Syntagm Type=WHADVP",2,,0.0,WHADVP,19,12,63.16%,True
"Sentence Index=0, Syntagm Type=WHNP",2,,0.0,WHNP,76,35,46.05%,True
"Sentence Index=1, Syntagm Type=ADJP",2,,1.0,ADJP,11,5,45.45%,True
"Sentence Index=1, Syntagm Type=ADVP",2,,1.0,ADVP,8,3,37.50%,True
"Sentence Index=1, Syntagm Type=NP",2,,1.0,NP,283,143,50.53%,True
"Sentence Index=1, Syntagm Type=PP",2,,1.0,PP,66,35,53.03%,True
"Sentence Index=1, Syntagm Type=PRT",2,,1.0,PRT,6,2,33.33%,True
"Sentence Index=1, Syntagm Type=SBAR",2,,1.0,SBAR,41,21,51.22%,True
"Sentence Index=1, Syntagm Type=VP",2,,1.0,VP,118,49,41.53%,True
"Sentence Index=1, Syntagm Type=WHADVP",2,,1.0,WHADVP,2,2,100.00%,False
"Sentence Index=1, Syntagm Type=WHNP",2,,1.0,WHNP,8,6,75.00%,True
"Sentence Index=2, Syntagm Type=ADJP",2,,2.0,ADJP,8,8,100.00%,False
"Sentence Index=2, Syntagm Type=ADVP",2,,2.0,ADVP,7,5,71.43%,True
"Sentence Index=2, Syntagm Type=NP",2,,2.0,NP,217,144,66.36%,True
"Sentence Index=2, Syntagm Type=PP",2,,2.0,PP,45,30,66.67%,True
"Sentence Index=2, Syntagm Type=PRT",2,,2.0,PRT,1,0,0.00%,False
"Sentence Index=2, Syntagm Type=QP",2,,2.0,QP,1,0,0.00%,False
"Sentence Index=2, Syntagm Type=SBAR",2,,2.0,SBAR,38,27,71.05%,True
"Sentence Index=2, Syntagm Type=VP",2,,2.0,VP,93,69,74.19%,True
"Sentence Index=2, Syntagm Type=WHADVP",2,,2.0,WHADVP,5,4,80.00%,True
"Sentence Index=2, Syntagm Type=WHNP",2,,2.0,WHNP,5,1,20.00%,True
"Sentence Index=3, Syntagm Type=ADJP",2,,3.0,ADJP,4,2,50.00%,True
"Sentence Index=3, Syntagm Type=ADVP",2,,3.0,ADVP,5,2,40.00%,True
"Sentence Index=3, Syntagm Type=NP",2,,3.0,NP,114,79,69.30%,True
"Sentence Index=3, Syntagm Type=PP",2,,3.0,PP,22,13,59.09%,True
"Sentence Index=3, Syntagm Type=PRT",2,,3.0,PRT,1,1,100.00%,False
"Sentence Index=3, Syntagm Type=SBAR",2,,3.0,SBAR,17,10,58.82%,True
"Sentence Index=3, Syntagm Type=VP",2,,3.0,VP,42,30,71.43%,True
"Sentence Index=3, Syntagm Type=WHADVP",2,,3.0,WHADVP,1,1,100.00%,False
"Sentence Index=3, Syntagm Type=WHNP",2,,3.0,WHNP,1,1,100.00%,False
"Sentence Index=4, Syntagm Type=ADJP",2,,4.0,ADJP,2,1,50.00%,False
"Sentence Index=4, Syntagm Type=ADVP",2,,4.0,ADVP,3,2,66.67%,True
"Sentence Index=4, Syntagm Type=NP",2,,4.0,NP,31,23,74.19%,True
"Sentence Index=4, Syntagm Type=PP",2,,4.0,PP,6,5,83.33%,True
"Sentence Index=4, Syntagm Type=SBAR",2,,4.0,SBAR,4,3,75.00%,True
"Sentence Index=4, Syntagm Type=VP",2,,4.0,VP,19,13,68.42%,True
"Sentence Index=4, Syntagm Type=WHNP",2,,4.0,WHNP,1,0,0.00%,False
"Sentence Index=5, Syntagm Type=ADJP",2,,5.0,ADJP,2,2,100.00%,False
"Sentence Index=5, Syntagm Type=NP",2,,5.0,NP,10,8,80.00%,True
"Sentence Index=5, Syntagm Type=PP",2,,5.0,PP,1,1,100.00%,False
"Sentence Index=5, Syntagm Type=SBAR",2,,5.0,SBAR,2,2,100.00%,False
"Sentence Index=5, Syntagm Type=VP",2,,5.0,VP,7,6,85.71%,True
"Sentence Index=6, Syntagm Type=NP",2,,6.0,NP,9,7,77.78%,True
"Sentence Index=6, Syntagm Type=PP",2,,6.0,PP,1,1,100.00%,False
"Sentence Index=6, Syntagm Type=SBAR",2,,6.0,SBAR,2,2,100.00%,False
"Sentence Index=6, Syntagm Type=VP",2,,6.0,VP,6,4,66.67%,True
"Sentence Index=7, Syntagm Type=NP",2,,7.0,NP,4,4,100.00%,False
"Sentence Index=7, Syntagm Type=SBAR",2,,7.0,SBAR,1,1,100.00%,False
"Sentence Index=7, Syntagm Type=VP",2,,7.0,VP,3,2,66.67%,True
"Sentence Index=8, Syntagm Type=NP",2,,8.0,NP,2,1,50.00%,False
"Sentence Index=8, Syntagm Type=VP",2,,8.0,VP,1,0,0.00%,False
"Sentence Index=9, Syntagm Type=NP",2,,9.0,NP,2,2,100.00%,False
"Sentence Index=9, Syntagm Type=VP",2,,9.0,VP,1,0,0.00%,False
