Combination,Features,Granularity,Sentence Index,Syntagm Type,Base,Result,Frequency,Evaluable
"Granularity=minimal, Sentence Index=0",2,minimal,0.0,,1847,201,10.88%,True
"Granularity=minimal, Sentence Index=0, Syntagm Type=ADJP",3,minimal,0.0,ADJP,19,3,15.79%,True
"Granularity=minimal, Sentence Index=0, Syntagm Type=ADVP",3,minimal,0.0,ADVP,28,2,7.14%,True
"Granularity=minimal, Sentence Index=0, Syntagm Type=CONJP",3,minimal,0.0,CONJP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=0, Syntagm Type=INTJ",3,minimal,0.0,INTJ,2,0,0.00%,False
"Granularity=minimal, Sentence Index=0, Syntagm Type=NP",3,minimal,0.0,NP,1511,161,10.66%,True
"Granularity=minimal, Sentence Index=0, Syntagm Type=PP",3,minimal,0.0,PP,10,1,10.00%,True
"Granularity=minimal, Sentence Index=0, Syntagm Type=PRT",3,minimal,0.0,PRT,15,0,0.00%,False
"Granularity=minimal, Sentence Index=0, Syntagm Type=QP",3,minimal,0.0,QP,5,1,20.00%,False
"Granularity=minimal, Sentence Index=0, Syntagm Type=SBAR",3,minimal,0.0,SBAR,98,14,14.29%,True
"Granularity=minimal, Sentence Index=0, Syntagm Type=VP",3,minimal,0.0,VP,63,7,11.11%,True
"Granularity=minimal, Sentence Index=0, Syntagm Type=WHADVP",3,minimal,0.0,WHADVP,19,3,15.79%,True
"Granularity=minimal, Sentence Index=0, Syntagm Type=WHNP",3,minimal,0.0,WHNP,76,9,11.84%,True
"Granularity=minimal, Sentence Index=1",2,minimal,1.0,,333,22,6.61%,True
"Granularity=minimal, Sentence Index=1, Syntagm Type=ADJP",3,minimal,1.0,ADJP,11,0,0.00%,False
"Granularity=minimal, Sentence Index=1, Syntagm Type=ADVP",3,minimal,1.0,ADVP,8,1,12.50%,True
"Granularity=minimal, Sentence Index=1, Syntagm Type=NP",3,minimal,1.0,NP,258,18,6.98%,True
"Granularity=minimal, Sentence Index=1, Syntagm Type=PP",3,minimal,1.0,PP,2,0,0.00%,False
"Granularity=minimal, Sentence Index=1, Syntagm Type=PRT",3,minimal,1.0,PRT,6,0,0.00%,False
"Granularity=minimal, Sentence Index=1, Syntagm Type=SBAR",3,minimal,1.0,SBAR,25,1,4.00%,True
"Granularity=minimal, Sentence Index=1, Syntagm Type=VP",3,minimal,1.0,VP,13,2,15.38%,True
"Granularity=minimal, Sentence Index=1, Syntagm Type=WHADVP",3,minimal,1.0,WHADVP,2,0,0.00%,False
"Granularity=minimal, Sentence Index=1, Syntagm Type=WHNP",3,minimal,1.0,WHNP,8,0,0.00%,False
"Granularity=minimal, Sentence Index=2",2,minimal,2.0,,254,22,8.66%,True
"Granularity=minimal, Sentence Index=2, Syntagm Type=ADJP",3,minimal,2.0,ADJP,7,0,0.00%,False
"Granularity=minimal, Sentence Index=2, Syntagm Type=ADVP",3,minimal,2.0,ADVP,7,1,14.29%,True
"Granularity=minimal, Sentence Index=2, Syntagm Type=NP",3,minimal,2.0,NP,189,17,8.99%,True
"Granularity=minimal, Sentence Index=2, Syntagm Type=PP",3,minimal,2.0,PP,2,0,0.00%,False
"Granularity=minimal, Sentence Index=2, Syntagm Type=PRT",3,minimal,2.0,PRT,1,0,0.00%,False
"Granularity=minimal, Sentence Index=2, Syntagm Type=QP",3,minimal,2.0,QP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=2, Syntagm Type=SBAR",3,minimal,2.0,SBAR,27,2,7.41%,True
"Granularity=minimal, Sentence Index=2, Syntagm Type=VP",3,minimal,2.0,VP,10,2,20.00%,True
"Granularity=minimal, Sentence Index=2, Syntagm Type=WHADVP",3,minimal,2.0,WHADVP,5,0,0.00%,False
"Granularity=minimal, Sentence Index=2, Syntagm Type=WHNP",3,minimal,2.0,WHNP,5,0,0.00%,False
"Granularity=minimal, Sentence Index=3",2,minimal,3.0,,126,8,6.35%,True
"Granularity=minimal, Sentence Index=3, Syntagm Type=ADJP",3,minimal,3.0,ADJP,3,1,33.33%,False
"Granularity=minimal, Sentence Index=3, Syntagm Type=ADVP",3,minimal,3.0,ADVP,5,0,0.00%,False
"Granularity=minimal, Sentence Index=3, Syntagm Type=NP",3,minimal,3.0,NP,95,5,5.26%,True
"Granularity=minimal, Sentence Index=3, Syntagm Type=PRT",3,minimal,3.0,PRT,1,0,0.00%,False
"Granularity=minimal, Sentence Index=3, Syntagm Type=SBAR",3,minimal,3.0,SBAR,15,2,13.33%,True
"Granularity=minimal, Sentence Index=3, Syntagm Type=VP",3,minimal,3.0,VP,5,0,0.00%,False
"Granularity=minimal, Sentence Index=3, Syntagm Type=WHADVP",3,minimal,3.0,WHADVP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=3, Syntagm Type=WHNP",3,minimal,3.0,WHNP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=4",2,minimal,4.0,,38,0,0.00%,False
"Granularity=minimal, Sentence Index=4, Syntagm Type=ADJP",3,minimal,4.0,ADJP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=4, Syntagm Type=ADVP",3,minimal,4.0,ADVP,2,0,0.00%,False
"Granularity=minimal, Sentence Index=4, Syntagm Type=NP",3,minimal,4.0,NP,30,0,0.00%,False
"Granularity=minimal, Sentence Index=4, Syntagm Type=SBAR",3,minimal,4.0,SBAR,3,0,0.00%,False
"Granularity=minimal, Sentence Index=4, Syntagm Type=VP",3,minimal,4.0,VP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=4, Syntagm Type=WHNP",3,minimal,4.0,WHNP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=5",2,minimal,5.0,,15,1,6.67%,True
"Granularity=minimal, Sentence Index=5, Syntagm Type=ADJP",3,minimal,5.0,ADJP,2,1,50.00%,False
"Granularity=minimal, Sentence Index=5, Syntagm Type=NP",3,minimal,5.0,NP,10,0,0.00%,False
"Granularity=minimal, Sentence Index=5, Syntagm Type=SBAR",3,minimal,5.0,SBAR,2,0,0.00%,False
"Granularity=minimal, Sentence Index=5, Syntagm Type=VP",3,minimal,5.0,VP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=6",2,minimal,6.0,,12,0,0.00%,False
"Granularity=minimal, Sentence Index=6, Syntagm Type=NP",3,minimal,6.0,NP,9,0,0.00%,False
"Granularity=minimal, Sentence Index=6, Syntagm Type=SBAR",3,minimal,6.0,SBAR,2,0,0.00%,False
"Granularity=minimal, Sentence Index=6, Syntagm Type=VP",3,minimal,6.0,VP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=7",2,minimal,7.0,,6,0,0.00%,False
"Granularity=minimal, Sentence Index=7, Syntagm Type=NP",3,minimal,7.0,NP,4,0,0.00%,False
"Granularity=minimal, Sentence Index=7, Syntagm Type=SBAR",3,minimal,7.0,SBAR,1,0,0.00%,False
"Granularity=minimal, Sentence Index=7, Syntagm Type=VP",3,minimal,7.0,VP,1,0,0.00%,False
"Granularity=minimal, Sentence Index=8",2,minimal,8.0,,2,0,0.00%,False
"Granularity=minimal, Sentence Index=8, Syntagm Type=NP",3,minimal,8.0,NP,2,0,0.00%,False
"Granularity=minimal, Sentence Index=9",2,minimal,9.0,,2,0,0.00%,False
"Granularity=minimal, Sentence Index=9, Syntagm Type=NP",3,minimal,9.0,NP,2,0,0.00%,False
"Granularity=minimal, Syntagm Type=ADJP",2,minimal,,ADJP,43,5,11.63%,True
"Granularity=minimal, Syntagm Type=ADVP",2,minimal,,ADVP,50,4,8.00%,True
"Granularity=minimal, Syntagm Type=CONJP",2,minimal,,CONJP,1,0,0.00%,False
"Granularity=minimal, Syntagm Type=INTJ",2,minimal,,INTJ,2,0,0.00%,False
"Granularity=minimal, Syntagm Type=NP",2,minimal,,NP,2110,201,9.53%,True
"Granularity=minimal, Syntagm Type=PP",2,minimal,,PP,14,1,7.14%,True
"Granularity=minimal, Syntagm Type=PRT",2,minimal,,PRT,23,0,0.00%,False
"Granularity=minimal, Syntagm Type=QP",2,minimal,,QP,6,1,16.67%,False
"Granularity=minimal, Syntagm Type=SBAR",2,minimal,,SBAR,173,19,10.98%,True
"Granularity=minimal, Syntagm Type=VP",2,minimal,,VP,95,11,11.58%,True
"Granularity=minimal, Syntagm Type=WHADVP",2,minimal,,WHADVP,27,3,11.11%,True
"Granularity=minimal, Syntagm Type=WHNP",2,minimal,,WHNP,91,9,9.89%,True
"Sentence Index=0, Syntagm Type=ADJP",2,,0.0,ADJP,23,3,13.04%,True
"Sentence Index=0, Syntagm Type=ADVP",2,,0.0,ADVP,31,3,9.68%,True
"Sentence Index=0, Syntagm Type=CONJP",2,,0.0,CONJP,1,0,0.00%,False
"Sentence Index=0, Syntagm Type=INTJ",2,,0.0,INTJ,2,0,0.00%,False
"Sentence Index=0, Syntagm Type=NP",2,,0.0,NP,1774,178,10.03%,True
"Sentence Index=0, Syntagm Type=PP",2,,0.0,PP,516,43,8.33%,True
"Sentence Index=0, Syntagm Type=PRT",2,,0.0,PRT,15,0,0.00%,False
"Sentence Index=0, Syntagm Type=QP",2,,0.0,QP,5,1,20.00%,False
"Sentence Index=0, Syntagm Type=SBAR",2,,0.0,SBAR,182,20,10.99%,True
"Sentence Index=0, Syntagm Type=VP",2,,0.0,VP,386,34,8.81%,True
"Sentence Index=0, Syntagm Type=WHADVP",2,,0.0,WHADVP,19,3,15.79%,True
"Sentence Index=0, Syntagm Type=WHNP",2,,0.0,WHNP,76,9,11.84%,True
"Sentence Index=1, Syntagm Type=ADJP",2,,1.0,ADJP,11,0,0.00%,False
"Sentence Index=1, Syntagm Type=ADVP",2,,1.0,ADVP,8,1,12.50%,True
"Sentence Index=1, Syntagm Type=NP",2,,1.0,NP,283,18,6.36%,True
"Sentence Index=1, Syntagm Type=PP",2,,1.0,PP,66,2,3.03%,True
"Sentence Index=1, Syntagm Type=PRT",2,,1.0,PRT,6,0,0.00%,False
"Sentence Index=1, Syntagm Type=SBAR",2,,1.0,SBAR,41,4,9.76%,True
"Sentence Index=1, Syntagm Type=VP",2,,1.0,VP,118,4,3.39%,True
"Sentence Index=1, Syntagm Type=WHADVP",2,,1.0,WHADVP,2,0,0.00%,False
"Sentence Index=1, Syntagm Type=WHNP",2,,1.0,WHNP,8,0,0.00%,False
"Sentence Index=2, Syntagm Type=ADJP",2,,2.0,ADJP,8,0,0.00%,False
"Sentence Index=2, Syntagm Type=ADVP",2,,2.0,ADVP,7,1,14.29%,True
"Sentence Index=2, Syntagm Type=NP",2,,2.0,NP,217,18,8.29%,True
"Sentence Index=2, Syntagm Type=PP",2,,2.0,PP,45,3,6.67%,True
"Sentence Index=2, Syntagm Type=PRT",2,,2.0,PRT,1,0,0.00%,False
"Sentence Index=2, Syntagm Type=QP",2,,2.0,QP,1,0,0.00%,False
"Sentence Index=2, Syntagm Type=SBAR",2,,2.0,SBAR,38,3,7.89%,True
"Sentence Index=2, Syntagm Type=VP",2,,2.0,VP,93,8,8.60%,True
"Sentence Index=2, Syntagm Type=WHADVP",2,,2.0,WHADVP,5,0,0.00%,False
"Sentence Index=2, Syntagm Type=WHNP",2,,2.0,WHNP,5,0,0.00%,False
"Sentence Index=3, Syntagm Type=ADJP",2,,3.0,ADJP,4,2,50.00%,True
"Sentence Index=3, Syntagm Type=ADVP",2,,3.0,ADVP,5,0,0.00%,False
"Sentence Index=3, Syntagm Type=NP",2,,3.0,NP,114,5,4.39%,True
"Sentence Index=3, Syntagm Type=PP",2,,3.0,PP,22,0,0.00%,False
"Sentence Index=3, Syntagm Type=PRT",2,,3.0,PRT,1,0,0.00%,False
"Sentence Index=3, Syntagm Type=SBAR",2,,3.0,SBAR,17,2,11.76%,True
"Sentence Index=3, Syntagm Type=VP",2,,3.0,VP,42,2,4.76%,True
"Sentence Index=3, Syntagm Type=WHADVP",2,,3.0,WHADVP,1,0,0.00%,False
"Sentence Index=3, Syntagm Type=WHNP",2,,3.0,WHNP,1,0,0.00%,False
"Sentence Index=4, Syntagm Type=ADJP",2,,4.0,ADJP,2,0,0.00%,False
"Sentence Index=4, Syntagm Type=ADVP",2,,4.0,ADVP,3,0,0.00%,False
"Sentence Index=4, Syntagm Type=NP",2,,4.0,NP,31,0,0.00%,False
"Sentence Index=4, Syntagm Type=PP",2,,4.0,PP,6,0,0.00%,False
"Sentence Index=4, Syntagm Type=SBAR",2,,4.0,SBAR,4,0,0.00%,False
"Sentence Index=4, Syntagm Type=VP",2,,4.0,VP,19,0,0.00%,False
"Sentence Index=4, Syntagm Type=WHNP",2,,4.0,WHNP,1,0,0.00%,False
"Sentence Index=5, Syntagm Type=ADJP",2,,5.0,ADJP,2,1,50.00%,False
"Sentence Index=5, Syntagm Type=NP",2,,5.0,NP,10,0,0.00%,False
"Sentence Index=5, Syntagm Type=PP",2,,5.0,PP,1,0,0.00%,False
"Sentence Index=5, Syntagm Type=SBAR",2,,5.0,SBAR,2,0,0.00%,False
"Sentence Index=5, Syntagm Type=VP",2,,5.0,VP,7,0,0.00%,False
"Sentence Index=6, Syntagm Type=NP",2,,6.0,NP,9,0,0.00%,False
"Sentence Index=6, Syntagm Type=PP",2,,6.0,PP,1,0,0.00%,False
"Sentence Index=6, Syntagm Type=SBAR",2,,6.0,SBAR,2,0,0.00%,False
"Sentence Index=6, Syntagm Type=VP",2,,6.0,VP,6,0,0.00%,False
"Sentence Index=7, Syntagm Type=NP",2,,7.0,NP,4,0,0.00%,False
"Sentence Index=7, Syntagm Type=SBAR",2,,7.0,SBAR,1,0,0.00%,False
"Sentence Index=7, Syntagm Type=VP",2,,7.0,VP,3,0,0.00%,False
"Sentence Index=8, Syntagm Type=NP",2,,8.0,NP,2,0,0.00%,False
"Sentence Index=8, Syntagm Type=VP",2,,8.0,VP,1,0,0.00%,False
"Sentence Index=9, Syntagm Type=NP",2,,9.0,NP,2,0,0.00%,False
"Sentence Index=9, Syntagm Type=VP",2,,9.0,VP,1,0,0.00%,False
